Label,BalabanJ,BertzCT,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa2,Kappa3,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinEStateIndex,MolLogP,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0,2.72,374.504,6.104,10.213,0.0,23.589,12.239,0.0,6.066,6.066,20.771,10.301,5.107,240.147,0.583,-1.17,4163.247,5.442,4.299,0.506,9.906,0.139,0.063,-0.764,0.701,0,0,0,0,1,1,5,4,5,5,0,0,0,20.636,17.547,0.0,0.0,0.0,0.0,0.0,4.984,0.0,0.0,0.0,32.904,12.084,12.301,1,15.32,0.0,0.0,10.301,0.0,39.021,6.545,23.521,5.75,5.317,0.0,5.75,0.0,32.387,6.607,0.0,38.263,12.133,0.0,0.0,85.61,0.0,0.0,44.083,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.382,766.24,0.0,14.384,0.0,17.032,36.971,0.0,22.385,18.662,0.0,4.984,0.0,278.138,0.538,-2.18,31844.73,5.439,2.429,0.332,12.333,0.332,0.118,-0.371,0.193,0,0,0,0,2,2,7,0,7,5,0,0,0,9.362,5.783,11.164,0.0,5.559,5.69,13.929,9.779,0.0,0.0,0.0,19.765,27.061,6.327,2,4.795,16.947,0.0,18.685,14.095,32.731,0.0,27.165,0.0,11.249,0.0,0.0,0.0,24.469,25.435,0.0,26.186,15.916,0.0,11.164,78.89,0.0,4.203,48.13,0,0,0,0,4,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.111,937.703,5.69,14.851,0.0,18.146,17.926,29.517,13.114,16.7,17.033,6.069,5.734,339.17,0.389,-2.85,477124.128,6.95,3.345,0.356,12.724,0.332,0.021,-0.394,0.394,0,1,1,1,1,2,7,1,7,3,0,1,1,10.634,5.818,0.0,0.0,5.559,5.69,13.929,4.795,5.262,0.0,18.199,24.471,32.245,18.177,3,0.0,5.818,5.262,9.134,12.781,25.428,17.989,62.297,6.069,21.883,5.818,0.0,0.0,28.266,13.592,11.331,23.969,39.921,0.0,0.0,97.05,0.0,2.637,59.03,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.399,804.652,11.57,9.901,0.0,6.104,23.211,12.842,43.256,24.265,36.398,0.0,4.737,392.223,0.48,-2.17,8701977.458,7.262,3.008,0.459,13.403,0.347,0.094,-1.779,3.77,0,3,3,2,0,2,3,1,4,5,0,3,3,14.326,6.104,0.0,5.601,0.0,5.969,0.0,4.795,0.0,0.0,60.664,11.127,38.525,25.173,5,19.121,5.969,0.0,0.0,0.0,62.314,13.09,71.791,0.0,0.0,0.0,0.0,0.0,46.836,15.132,0.0,49.652,60.664,0.0,0.0,46.53,0.0,1.274,58.976,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.32,1532.871,74.646,29.359,0.0,37.255,28.189,0.0,26.352,19.056,0.0,0.0,47.156,668.151,0.552,-3.18,24908407504.0,11.808,5.367,0.525,13.494,0.525,0.03,-5.0,1.104,1,4,5,2,0,2,14,4,17,7,0,3,3,57.369,24.416,35.578,12.542,0.0,13.792,14.581,4.565,0.0,0.0,0.0,47.88,11.836,39.455,7,76.515,13.792,0.0,0.0,11.836,55.942,34.226,40.956,28.748,23.471,0.0,28.748,7.823,97.191,33.044,11.836,35.636,24.265,0.0,0.0,207.36,0.0,16.609,104.03,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.49,1414.76,40.421,34.498,0.0,46.651,0.0,12.133,36.398,0.0,0.0,0.0,18.308,466.054,0.13,-4.64,36648650.16,9.077,4.45,0.542,12.305,0.197,0.018,-1.642,-0.555,0,0,0,2,2,4,11,1,11,8,0,0,0,43.217,64.694,22.378,0.0,0.0,0.0,9.589,0.0,0.0,0.0,12.133,24.265,12.133,0.0,4,43.217,33.877,0.0,0.0,0.0,6.104,13.214,80.498,11.499,30.544,0.0,11.499,0.0,36.363,0.0,0.0,21.11,66.954,0.0,21.938,179.37,0.0,10.247,92.086,0,1,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.73,821.948,16.852,20.015,0.0,12.232,17.084,5.009,18.347,24.265,0.0,10.094,4.417,313.057,0.071,-3.49,235566.27,5.716,3.075,0.86,11.259,0.363,0.011,-0.714,1.383,0,1,1,1,1,2,6,0,9,4,0,0,0,9.524,11.52,0.0,0.0,5.687,6.031,10.114,14.796,5.101,0.0,0.0,30.163,17.696,17.683,3,19.242,23.831,0.0,5.009,10.094,0.0,6.545,52.273,11.324,5.107,10.482,0.0,0.0,34.62,0.0,10.114,5.76,50.909,0.0,11.324,124.37,0.0,5.519,61.481,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.911,183.88,0.0,0.0,0.0,0.0,11.457,17.754,38.525,0.0,0.0,6.924,5.734,179.167,1.0,-0.04,1242.959,2.503,1.092,0.327,6.192,0.007,0.445,0.445,2.55,4,0,4,0,0,0,1,1,1,1,4,0,4,5.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.617,6.042,0.0,4,0.0,0.0,0.0,0.0,28.902,51.491,0.0,0.0,0.0,5.734,0.0,0.0,0.0,6.042,0.0,23.169,45.449,0.0,0.0,0.0,26.02,0.0,0.0,21.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.206,1240.488,0.0,13.575,0.0,29.284,0.0,67.478,24.265,0.0,53.098,9.884,0.0,461.228,0.321,-3.25,86144371.89,9.935,4.823,0.326,13.466,0.326,0.027,-0.251,5.857,0,1,1,3,1,4,3,1,6,7,0,1,1,9.884,11.634,0.0,0.0,0.0,5.69,4.567,13.575,0.0,0.0,36.398,79.753,25.049,11.033,5,8.781,11.033,0.0,14.451,0.0,37.643,19.634,106.042,0.0,5.69,8.781,0.0,0.0,34.085,0.0,11.634,48.77,77.591,0.0,11.033,41.03,0.0,28.854,49.48,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.296,192.272,0.0,9.589,0.0,31.139,6.607,12.842,12.842,0.0,0.0,6.924,10.471,215.152,0.818,-0.9,1817.162,9.647,9.405,0.466,11.081,0.306,0.004,-0.298,1.418,0,0,0,0,0,0,4,1,4,10,0,0,0,10.471,5.783,0.0,0.0,0.0,5.969,9.589,0.0,0.0,0.0,26.186,6.421,6.421,19.572,0,14.326,11.753,0.0,0.0,5.734,45.449,13.152,0.0,0.0,5.734,0.0,0.0,0.0,24.904,14.326,0.0,45.449,0.0,0.0,0.0,69.39,0.0,0.0,38.833,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.865,596.574,0.0,0.0,0.0,12.208,13.214,30.152,0.0,0.0,49.388,17.45,14.211,313.168,0.368,-2.04,287746.953,7.994,4.032,0.49,6.334,0.162,0.027,-0.175,3.194,0,1,1,2,0,2,4,1,4,6,0,1,1,19.527,6.104,17.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.465,24.62,13.09,13.214,3,14.211,0.0,0.0,5.317,0.0,19.132,26.303,60.161,11.499,14.791,0.0,11.499,0.0,32.407,4.737,0.0,18.591,54.597,0.0,0.0,39.72,0.0,0.0,46.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.221,616.529,0.0,9.589,0.0,11.249,11.164,4.567,17.942,18.662,0.0,4.984,0.0,194.08,0.375,-1.85,1876.09,2.568,0.876,0.332,11.672,0.332,0.317,-0.36,-1.029,0,0,0,0,2,2,6,0,6,0,0,0,0,4.567,0.0,11.164,0.0,5.559,5.69,13.929,9.779,0.0,0.0,0.0,0.0,21.143,6.327,2,0.0,11.164,0.0,18.685,21.143,0.0,0.0,27.165,0.0,11.249,0.0,0.0,0.0,18.685,21.143,0.0,0.0,15.916,0.0,11.164,61.82,0.0,4.04,33.627,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.195,421.803,37.054,15.008,0.0,5.824,0.0,11.009,0.0,0.0,0.0,10.083,15.577,244.081,0.625,-1.55,9343.961,4.373,2.002,0.394,10.787,0.288,0.22,-1.269,-3.011,0,1,1,0,1,1,8,4,9,3,0,1,1,25.79,24.639,6.228,5.824,5.907,0.0,4.795,9.666,0.0,5.099,0.0,0.0,0.0,6.607,2,24.851,5.907,0.0,14.764,5.734,24.54,6.607,12.152,0.0,5.734,0.0,0.0,0.0,60.91,4.737,0.0,16.847,6.327,0.0,0.0,143.72,0.0,1.073,51.594,0,3,0,0,3,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3.093,400.94,0.0,0.0,0.0,0.0,4.641,11.164,6.327,6.327,0.0,19.936,12.218,152.016,0.0,-1.23,372.422,1.878,0.64,0.341,4.905,0.159,0.547,0.547,1.015,0,0,0,0,2,2,3,2,5,0,0,0,0,9.968,5.517,10.288,0.0,0.0,0.0,0.0,9.968,0.0,0.0,12.218,0.0,0.0,12.655,2,0.0,23.382,0.0,19.936,0.0,0.0,0.0,17.295,0.0,0.0,0.0,0.0,12.218,19.936,0.0,4.641,0.0,12.655,0.0,11.164,57.36,4.905,0.547,18.214,0,0,0,0,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.72,946.358,30.064,19.49,0.0,25.48,12.842,16.69,4.9,13.847,54.597,5.317,4.737,438.215,0.4,-3.19,13770099.02,10.907,5.734,0.48,13.261,0.326,0.228,-1.036,2.567,0,1,1,2,0,2,5,2,7,11,0,0,0,14.743,12.084,0.0,5.907,0.0,11.939,14.906,4.795,0.0,0.0,54.597,43.379,12.966,12.649,3,24.227,17.846,0.0,10.217,0.0,57.78,6.607,71.288,0.0,5.317,0.0,0.0,0.0,52.585,38.507,0.0,36.959,54.597,0.0,0.0,95.94,0.0,0.0,78.5,1,0,0,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.607,868.131,52.988,19.802,4.39,29.958,31.256,0.0,6.076,13.847,13.847,0.0,9.474,436.226,0.833,-1.15,7509644.746,6.461,2.576,0.393,15.48,0.193,0.046,-1.354,2.499,4,1,5,0,0,0,6,2,7,2,3,1,4,19.687,12.779,22.955,0.0,0.0,0.0,9.589,4.39,0.0,0.0,13.847,74.349,11.836,12.208,5,33.666,11.566,0.0,0.0,28.584,89.567,6.607,11.649,0.0,0.0,4.39,0.0,0.0,58.154,19.063,28.584,59.799,11.649,0.0,0.0,93.06,0.0,15.48,62.52,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.592,655.239,5.601,10.213,0.0,11.457,5.75,44.567,43.355,0.0,12.133,10.966,0.0,327.22,0.714,-1.06,367619.466,5.218,1.915,0.508,11.95,0.115,0.127,-0.603,3.366,3,1,4,1,0,1,3,2,3,2,2,1,3,10.213,5.75,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,25.329,74.247,18.002,5.601,5,10.213,0.0,0.0,4.9,5.918,74.845,13.09,29.326,5.75,0.0,0.0,5.75,0.0,39.845,11.836,5.918,62.493,18.199,0.0,0.0,43.7,0.0,0.0,46.667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.475,791.181,0.0,9.901,0.0,24.412,17.833,24.092,5.563,0.0,50.246,44.728,4.737,411.277,0.5,-2.17,3224100.14,11.284,6.414,0.426,12.343,0.313,0.045,-0.245,5.381,0,0,0,2,0,2,4,1,4,11,0,0,0,9.843,5.75,0.0,0.0,0.0,5.969,9.694,0.0,0.0,0.0,50.246,63.92,23.565,12.525,2,14.638,5.969,0.0,4.9,5.918,72.572,6.545,65.221,5.75,4.737,0.0,5.75,0.0,34.604,11.401,5.918,70.572,48.531,0.0,0.0,49.77,0.0,0.0,64.667,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.307,939.072,5.601,5.107,0.0,5.415,6.607,67.658,5.563,0.0,18.199,72.796,4.737,428.259,0.379,-2.46,35751007.4,8.82,3.79,0.38,12.446,0.121,0.111,-0.949,5.14,0,3,3,3,0,3,2,1,3,8,0,3,3,14.326,12.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.996,16.69,24.677,32.848,6,14.326,0.0,0.0,0.0,5.415,31.47,32.786,107.686,0.0,0.0,0.0,0.0,0.0,42.375,16.945,5.415,35.953,90.996,0.0,0.0,29.46,0.0,1.135,60.865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2.087,931.004,27.387,18.319,0.0,10.459,9.437,4.877,36.584,12.263,6.924,10.301,0.0,350.027,0.143,-2.39,168046.915,5.356,2.471,0.87,12.531,0.274,0.008,-3.937,0.753,0,1,1,1,1,2,6,1,9,3,0,0,0,5.107,5.697,5.132,0.0,15.93,0.0,14.417,13.402,0.0,11.337,23.958,18.554,18.122,4.895,3,18.319,38.158,0.0,9.289,0.0,11.819,12.364,46.6,0.0,10.423,5.132,0.0,11.337,30.662,14.818,6.924,10.441,41.055,0.0,5.759,102.43,-2.705,25.677,40.944,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,4.748,120.397,18.275,35.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.987,1.0,-0.56,88.552,2.211,1.718,0.463,11.188,0.463,6.578,-6.625,2.746,0,0,0,0,0,0,0,0,8,2,0,0,0,0.0,0.0,0.0,0.0,0.0,18.275,0.0,0.0,35.123,0.0,0.0,0.0,0.0,0.0,0,35.123,0.0,0.0,0.0,0.0,18.275,0.0,0.0,0.0,0.0,35.123,0.0,0.0,18.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.531,-19.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.706,855.429,0.0,9.589,0.0,11.566,28.694,24.175,56.94,19.056,12.133,40.695,0.0,450.35,0.613,-1.96,12931074.37,13.676,8.721,0.289,12.885,0.19,0.005,-0.005,9.158,1,0,1,1,0,1,2,0,2,14,0,0,0,0.0,0.0,11.566,0.0,0.0,0.0,9.589,0.0,0.0,0.0,108.555,50.864,22.273,0.0,2,9.589,11.566,0.0,0.0,17.754,105.751,0.0,58.188,0.0,0.0,0.0,0.0,0.0,11.566,0.0,17.754,126.467,47.061,0.0,0.0,34.14,0.0,0.0,66.667,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.776,652.618,0.0,9.589,0.0,16.613,23.537,43.25,0.0,12.152,0.0,26.502,0.0,296.178,0.6,-1.44,125355.962,4.305,1.613,0.299,12.399,0.178,0.069,-0.104,4.03,4,0,4,0,0,0,2,0,2,0,3,0,3,0.0,5.783,5.783,0.0,0.0,0.0,9.589,0.0,0.0,0.0,32.076,61.162,17.251,0.0,4,9.589,11.566,0.0,0.0,28.584,45.952,0.0,35.953,0.0,0.0,0.0,0.0,0.0,11.566,9.589,28.584,45.952,35.953,0.0,0.0,34.14,0.0,0.0,47.667,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.354,744.335,5.969,10.056,0.0,4.877,40.103,11.337,0.0,25.123,13.847,11.053,9.843,316.088,0.313,-2.39,86540.586,6.582,3.435,0.492,11.091,0.347,0.216,-0.987,3.723,0,0,0,1,1,2,5,1,6,5,0,0,0,9.843,21.704,0.0,0.0,0.0,5.969,0.0,9.779,5.262,11.337,13.847,31.041,5.563,17.864,2,14.638,17.306,5.262,4.984,5.918,20.771,6.607,34.334,22.39,4.737,0.0,5.75,11.337,22.667,0.0,24.173,34.777,18.199,0.0,10.571,83.21,1.103,0.0,55.23,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2.691,337.522,6.104,15.32,0.0,17.038,12.108,0.0,18.199,0.0,20.771,5.317,0.0,225.136,0.5,-1.26,2177.274,4.719,4.082,0.508,9.848,0.119,0.051,-0.753,1.519,0,0,0,1,0,1,4,4,4,4,0,0,0,20.636,11.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.467,18.15,6.104,1,15.32,0.0,0.0,5.317,0.0,32.414,6.545,23.763,11.499,5.317,0.0,11.499,0.0,27.403,0.0,0.0,32.439,18.199,0.0,0.0,72.72,0.0,0.0,41.583,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.74,666.182,6.104,14.696,0.0,42.403,24.175,25.683,5.573,0.0,13.847,32.076,9.474,404.256,0.75,-1.62,2389463.979,9.461,5.302,0.462,12.544,0.308,0.085,-0.597,4.196,2,1,3,0,0,0,5,1,5,7,0,1,1,14.58,12.208,0.0,0.0,0.0,11.939,9.589,0.0,0.0,0.0,45.923,49.01,12.339,18.443,3,24.169,11.939,0.0,0.0,29.59,84.532,0.0,23.801,0.0,0.0,0.0,0.0,0.0,35.357,19.063,29.59,66.22,23.801,0.0,0.0,72.83,0.0,0.0,65.667,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.004,630.681,49.357,39.292,0.0,65.572,0.0,0.0,28.919,0.0,0.0,10.634,9.474,504.231,0.75,-2.85,15234953.39,19.456,19.179,0.549,11.994,0.234,0.003,-1.416,-7.333,0,0,0,0,0,0,13,2,15,24,0,0,0,49.81,0.0,0.0,11.814,0.0,0.0,24.289,0.0,0.0,0.0,0.0,0.0,73.122,44.211,0,48.766,29.722,0.0,25.333,0.0,0.0,99.426,0.0,0.0,25.953,0.0,0.0,0.0,143.848,33.446,0.0,0.0,0.0,0.0,0.0,206.77,0.0,0.0,105.833,3,0,0,0,0,0,3,5,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,2.444,756.904,20.047,16.836,0.0,21.005,43.017,0.0,10.372,7.11,6.924,5.317,9.876,383.064,0.667,-0.56,109671.441,7.132,3.924,0.385,12.721,0.252,0.052,-3.936,0.087,0,1,1,0,1,1,7,2,11,7,0,0,0,10.054,8.418,0.0,10.023,10.023,0.0,0.0,21.975,4.305,11.337,6.924,19.032,38.411,0.0,2,21.572,31.383,0.0,9.622,5.139,27.805,33.351,11.63,0.0,10.456,0.0,0.0,11.337,54.492,24.783,0.0,24.95,14.485,0.0,0.0,118.8,-6.946,49.851,20.595,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
0,1.229,1334.496,12.394,9.589,0.0,96.781,18.381,50.519,5.573,21.329,13.847,51.919,37.895,745.476,0.857,-1.7,493000000000.0,17.619,8.528,0.462,14.736,0.306,0.036,-0.598,5.878,3,3,6,0,0,0,11,0,11,9,1,3,4,42.795,24.416,18.363,0.0,0.0,5.969,9.589,0.0,0.0,0.0,31.573,115.478,39.207,30.837,6,47.484,11.753,0.0,4.9,35.507,159.86,35.425,23.298,0.0,0.0,0.0,0.0,0.0,119.531,47.484,35.507,92.406,23.298,0.0,0.0,111.22,0.0,0.0,110.833,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,1,8,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
